Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
brra, PRJNA253869, SRR1485258, control, heat, 1, 22ºC, 0h, CV.0, leaves, D.0, G.0, single
brra, PRJNA253869, SRR1485259, control, heat, 2, 22ºC, 0h, CV.0, leaves, D.0, G.0, single
brra, PRJNA253869, SRR1485260, treated, heat, 1, 42ºC, 3hx7d, CV.0, leaves, D.0, G.0, single
brra, PRJNA253869, SRR1485261, treated, heat, 2, 42ºC, 3hx7d, CV.0, leaves, D.0, G.0, single
brra, PRJNA253869, SRR1485262, control, heat, 1, 22ºC, 0h, CV.0, inflorescence-meristem, D.0, G.0, single
brra, PRJNA253869, SRR1485263, control, heat, 2, 22ºC, 0h, CV.0, inflorescence-meristem, D.0, G.0, single
brra, PRJNA253869, SRR1485264, treated, heat, 1, 42ºC, 3hx7d, CV.0, inflorescence-meristem, D.0, G.0, single
brra, PRJNA253869, SRR1485265, treated, heat, 2, 42ºC, 3hx7d, CV.0, inflorescence-meristem, D.0, G.0, single
brra, PRJNA253869, SRR1485266, control, heat, 1, 22ºC, 0h, CV.0, pollen, D.0, G.0, single
brra, PRJNA253869, SRR1485267, control, heat, 2, 22ºC, 0h, CV.0, pollen, D.0, G.0, single
brra, PRJNA253869, SRR1485268, treated, heat, 1, 42ºC, 3hx7d, CV.0, pollen, D.0, G.0, single
brra, PRJNA253869, SRR1485269, treated, heat, 2, 42ºC, 3hx7d, CV.0, pollen, D.0, G.0, single
brra, PRJNA253869, SRR1485270, control, heat, 1, 22ºC, 0h, CV.0, unfertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485271, control, heat, 2, 22ºC, 0h, CV.0, unfertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485272, treated, heat, 1, 42ºC, 3hx7d, CV.0, unfertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485273, treated, heat, 2, 42ºC, 3hx7d, CV.0, unfertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485274, control, heat, 1, 22ºC, 0h, CV.0, fertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485275, control, heat, 2, 22ºC, 0h, CV.0, fertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485276, treated, heat, 1, 42ºC, 3hx7d, CV.0, fertilized-ovules, D.0, G.0, single
brra, PRJNA253869, SRR1485277, treated, heat, 2, 42ºC, 3hx7d, CV.0, fertilized-ovules, v, G.0, single
brra, PRJNA253869, SRR1485278, control, heat, 1, 22ºC, 0h, CV.0, embryo, D.0, G.0, single
brra, PRJNA253869, SRR1485279, control, heat, 2, 22ºC, 0h, CV.0, embryo, D.0, G.0, single
brra, PRJNA253869, SRR1485280, treated, heat, 1, 42ºC, 3hx7d, CV.0, embryo, D.0, G.0, single
brra, PRJNA253869, SRR1485281, treated, heat, 2, 42ºC, 3hx7d, CV.0, embryo, D.0, G.0, single
brra, PRJNA253869, SRR1485282, control, heat, 1, 22ºC, 0h, CV.0, endosperm, D.0, G.0, single
brra, PRJNA253869, SRR1485283, control, heat, 2, 22ºC, 0h, CV.0, endosperm, D.0, G.0, single
brra, PRJNA253869, SRR1485284, treated, heat, 1, 42ºC, 3hx7d, CV.0, endosperm, D.0, G.0, single
brra, PRJNA253869, SRR1485285, treated, heat, 2, 42ºC, 3hx7d, CV.0, endosperm, D.0, G.0, single
